夹,ngeh
纪念日,ki liam jit
鸭跖草,ah tue tshau
麒麟花,thih hai tong
内门乡,lai mng khu
自由车,tsu iu tshia
打水花,phah phong siu
金项链,kim lian a
龟里椹,ke suann hiunn
上酒家,kiann tsiu ka
照顺序,tsiau sun si
鲨鱼烟,sua hu ian
风热眼,hong he bak
路竹乡,loo tik khu
脸蛋儿,ang a thau
魠鱼,thoo thuh hi
下半夜,au puann me
牛奶糖,gu ni thng
卓兰镇,toh lan tin
大多数,tua to soo
密西根,bat se kin
好性子,ho sing te
多角化,to kak hua
打前失,lik tsing kha
胆小鬼,khin poh niu
见真章,kinn tsin tiunn
七巧板,tshit khiau too
龙须草,ling tshiu tshau
管理站,kuan li tsam
小儿子,ban a kiann
扭伤筋,lau tioh kun
八字重,peh ji tang
焢肉饭,khong bah png
青竹丝,tshinn tik si
管弦乐,kuan hian gak
黑心肠,oo too thang
天九牌,bak tsat ji
管珊瑚,gia kng tsioh
番薯粉,han tsu hun
老朋友,lau tang sai
红面番,ang bin huan
进一步,tsin tsit poo
分财产,pun ke hue
海协会,hai hiap hue
倒踏门,tshah lue be
断饮食,tuan im sit
善化镇,sian hua khu
刨底细,tha kin te
八色鸟,tshenn sit a
榴散弹,khai hua phau
炼油厂,lian iu tshiunn
金花鮨,hai kim hi
羞羞脸,tshiu tshiu lang
嵌头屋,kham thau ok
溅出来,tsuah tshut lai
好出头,puann loo sai
俱乐部,ku lok poo
狮潭乡,sai tham hiong
滤油器,li iu khi
怀忠祠,huai tiong si
社教馆,sia kau kuan
记事本,ki su pun
地下道,te ha to
坏小孩,phainn gin a
石碇乡,tsioh ting khu
拨浪鼓,ling long koo
人缘好,u lang ian
睡不著,khun be khi
编译馆,phian ik kuan
血淋淋,hueh sai sai
番茉莉,huan bak li
耍嘴皮,sai tshui hue
地瓜丝,han tsi tshiam
鬼扯蛋,lian siau ue
眼睛亮,bak thau khiau
大哥大,tshiu ki a
中华䲠,tshit tshinn hu
新天地,sin thian tue
下半身,e puann sin
紫背草,be te ng
辛苦钱,kan khoo tsinn
鹿港镇,lok kang tin
老家伙,lau hue a
孪生子,siang senn a
翡翠鸟,tio hi ang
生下来,sinn loh lai
心情好,khi moo giang
二部制,ji poo tse
蟑螂草,ka tsuah tshau
赌眼力,too gan lik
踩高跷,kiann tsha kha
进步党,tsin poo tong
大官僚,tua kuann hoo
花石鲈,kue a hu
自然界,tsu jian kai
逞性子,sai sing te
黑穗病,oo sui pinn
红艳艳,ang tsu tsu
婴儿室,ing ji sik
开罚单,khui huat tuann
好多了,ke tsin ho
拉生意,tsio sing li
打字机,phah ji ki
有鉴于,u kam u
民进党,bin tsin tong
妈祖宫,ma tsoo king
缔约国,te iok kok
悄悄话,su khia ue
凤仙花,tsng kah hue
绊脚石,puann kha tsioh
不苟且,bo lam sam
北管戏,tsu te hi
白蛇传,pik sia tuan
讲不停,kong bue suah
大嗓门,tua siann au
大坝仔,tua pa a
不值得,sng be ho
蓄电量,thiok tian liong
锹形虫,gu sai ku
灰蒙蒙,pang huann huann
玻璃窗,po le thang
靠得住,e kho leh
机器桶,ki khi thang
雨水多,kau hoo tsui
软毛柿,oo tsai khi
里脊肉,tsiap lik bah
儿童剧,gin a tshut
观音寺,kuan im si
台东柿,gu sim lai
阴阳人,puann lam iunn
免洗筷,ue sing ti
火气大,he khi ong
种田人,tsue tshan lang
翻跟头,pha lin tau
走亲戚,kiann tshin tsiann
回头路,to thau loo
水烟管,tsui hun tshe
凤凰竹,hong bue tik
自由业,tsu iu giap
臭乎乎,tshau moo moo
复兴岗,hok hing kong
黄鹌菜,suann kun ling
倒插门,tshah le bue
手不稳,phai tshiu phiah
八个月,pueh geh jit
三湾乡,sam uan hiong
半路竹,puann loo tik
日记帐,lit tshing phoo
电力表,tian lik pio
杀虫剂,bang a tsui
膝盖上,thui koo thau
闯江湖,tsau kang oo
考试院,kho tshi inn
鸣不平,ngiauh ngiauh liam
耳挖子,kau hinn pe
卖人情,tso jin tsing
鱼市场,hi tshi tiunn
白兰花,giok lan hue
和平乡,ho ping khu
电磁铁,tian tsu thih
仁爱路,jin ai loo
比目鱼,hong te hi
碎砖块,tsng a thau
牺牲品,sam sing phue
抄捷径,liah tit loo
闲磕牙,lau e huai
一群人,tsit phang lang
龙眼干,ling ging kuann
经销商,king siau siong
牛犁耙,gu le pe
斑节虾,pan tsat he
悄悄话,sue siann ue
走偏锋,sai kik poo
屎壳郎,gu sai ku
翻白眼,tiau peh lin
大屠杀,tua too sat
莲子草,ang tshan oo
印刷厂,in suat tshiunn
红尾鹟,tshim suann ong
设圈套,pai ki kiok
敬老会,king noo hue
薄利品,ngi thau he
老虎心,tah bah tshi
山坡地,suann pho tue
挖土机,ue thoo tshia
调经药,tiau king ioh
趴著睡,khun phak phak
接下来,sua loh lai
朝天鼻,tshai tshuah phinn
螃蟹车,moo he i
无处去,kiann bo loo
大同乡,tai tong hiong
告人知,po lang tsai
撒胡椒,suah hoo tsio
扣帽子,lap bo a
耙水沟,pe kau a
戴斗笠,ti leh a
螺丝刀,loo si ka
小衣裳,lai sann khoo
跌屁股,tng puah tse
铁冬青,peh tim hiunn
交通部,kau thong poo
湾里街,uan li kue
反间计,huan kan ke
流眼泪,lau bak sai
丰原市,hong guan tshi
伪君子,ke kun tsu
铜盆鱼,peh ka lah
电动车,tian tong tshia
另方面,ling hong bin
酸溜溜,sng kiuh kiuh
没记性,bo thau sin
贵夫人,a nai niu
苦命人,kan khoo lang
大内乡,tua lai khu
虎生生,uah ling ling
冒出来,bun tshut lai
听不见,thiann bue tioh
爆竹红,it tshuan hong
小海碗,sue uann kong
当炮灰,tsue bah piann
北斗星,pak tau tshinn
一忽儿,tiap a ku
菟丝子,bo kun tshau
捕鼠夹,niau tshu tng
朝天宫,tiau thian kiong
送做堆,sak tso tui
二婚头,ji hun tshin
象皮病,tshiunn phue tsing
凤林镇,hong lim tin
十字结,si liam hoo
领导者,ling to tsia
未亡人,bi bong lin
打走了,phah tsau khu
没前途,bo liau si
这阵子,hian tshu si
溅出来,phun tshut lai
主日学,tsu jit oh
恶婆娘,tshiah tsa boo
团团转,kim ku seh
慈天宫,tsu thian kiong
手腕力,tshiu be lat
闹旱灾,tsue khoo uann
地藏王,tue tsong ong
化粪池,hua hun ti
糕饼塔,ko a tshian
菜市场,tshai tshi a
掉回头,pha to tng
划龙船,pue ling tsun
小不点,phui that a
能辨别,khuann e tshut
大白痴,tua khoo tai
半生熟,puann tshinn sik
看不惯,khuann be kuan
看上眼,khuann tsiunn bak
牛乳榕,tai ting hong
合不著,sng bo puann
建立起,kian lip khi
鹰爪花,hoo jiau lan
吞下去,thun loh khu
红竹蛇,ang tik tsua
发出来,huat tshut lai
嗡嗡声,lo lo kio
白牡丹,peh boo tan
营造业,ing tso giap
高丽菜,huan ke na
必需品,pit su phin
妇联会,hu lian hue
专利法,tsuan li huat
烤蕃薯,pu huan tsu
赶不上,kuann be hu
滑脱了,thut tshut khi
大头针,tsu a tsiam
树杞林,tshiu ki na
张开来,hian khui khui
双刃剑,siang bin kiam
猩红热,ang jiat penn
不自觉,put tsu kak
恐惧感,khiong khu kam
避孕药,pi un ioh
跟人跑,tue lang tsau
上海市,siong hai tshi
太麻里,thai ma li
退辅会,the hu hue
伤脑筋,siong nau kin
日用品,lit iong phin
山埔姜,oo tinn hioh
陌生人,senn hun lang
抱失手,pho liu tshiu
四脚蛇,si kha tsua
不像样,m si khuan
八家将,pat ka tsiong
劳动者,than tsiah lang
除臭剂,tu tshau tse
下个月,au koo gueh
脚踝骨,kha tang kut
修正案,siu tsing an
死胡同,bo te hang
土沉香,tsui tshat a
闹憋扭,tiunn sai ku
木鳖子,kau sai kue
牛皮纸,gu phe tsua
赌骰子,puah sip pat
小气鬼,siau khi kui
塞氏鱵,poo bang hi
差旅费,tshe li hui
高粱酒,kau liang tsiu
果子狸,peh phinn ba
评论家,phing lun ka
新北投,sin pak tau
中坜市,tiong lik tshi
橡胶树,tua hioh siong
美容院,bi iong inn
正中午,jit tiong tau
物理系,but li he
佛法僧,san poo tsiau
拔罐子,puih hong kong
烟幕弹,ian bu tuann
一丈红,it tiong hong
小黑蚊,oo su a
十二分,tsap ji hun
退堂鼓,the tang koo
新园乡,sin hng hiong
高梁酒,kau liang tsiu
需求量,su kiu liang
汗珠子,tua liap kuann
要不得,be tih tit
扳回来,phinn tng lai
龟里椹,ku li tsim
呱呱叫,kua kua kio
倒头饭,kha be png
黑炭头,oo bah kue
有担当,tam sin mia
团结心,thuan kiat sim
纪念馆,ki liam kuan
椰子树,ia tsi tshiu
总公司,tsong kong si
太过份,siunn ke hun
情人果,suainn a tshinn
不倒翁,put to ong
大同区,tai tong khu
联欢会,lian huan hue
守护神,siu hoo sin
随你便,sui tsai li
林凤营,lim hong iann
一甲子,tsit kah tsi
团结力,thuan kiat lik
圆形窗,gueh thang mng
大丈夫,tai tiong hu
瞧得起,khuann e khi
计程车,ke thing tshia
白茫茫,peh phong phong
高雄港,ko hiong kang
大体上,tai the siang
打群架,piann kak thau
辛苦钱,nge loo tsinn
行天宫,hing thian kiong
天公炉,thinn kong loo
草海桐,tsui tsho a
吃得住,tong e tiau
尽可能,tsin kho ling
真不巧,tsin tu ho
百步蛇,goo poo hoo
打硬仗,thui ngi a
虎耳草,lau hoo hinn
普天下,phoo thian ha
前辈子,tsing si lang
发神经,khi sin king
苦茶油,khoo te iu
扛板归,lue piah tshi
结草虫,kiat tshau thang
大榕树,tshing tshiu ong
金纸店,kim tsua tiam
暖烘烘,sio hong hong
一大堆,tsit tua tui
卖人情,sang lin tsing
小跑步,sue poo tsau
针尾鸭,tsiam be a
草屯镇,tshau tun tin
无意间,bo i kan
轻轻的,ho le a
雕头鹰,pueh kak ing
当权者,tong kuan tsia
草橄榄,tsho kann na
加油站,ka iu tsam
副产品,hu san phin
杀千刀,tshau te mia
龙头草,suann hong be
抓胸口,lak hing kham
面朝上,ping khioh tshio
随便你,sui tsai li
麟洛乡,lin lok hiong
放空气,pang hong siann
随身听,sui sin thiann
山黄麻,suann iunn mua
不打紧,bo ta kin
麒麟花,ki lin hue
倒出去,piann tshut khi
市公所,tshi kong soo
古兰经,koo lan king
猪头皮,ti thau phue
抄后路,phe au tau
五间厝,goo king tshu
抽象论,thiu siong lun
交通车,kau thong tshia
夜盲症,kue a bak
一团糟,bu sa sa
鲁仲连,kong to peh
加网鱼,ka bang hu
无明火,ak tsak hue
山莴苣,go a tshau
小儿科,sio ji kho
乡下人,tsng kha lang
司公坛,sai kong tuann
反对派,huan tui phai
一丝丝,tsit si a
泰山乡,thai san khu
白河镇,peh ho khu
六六六,liok liok hun
毛病多,kau moo pinn
下口菜,mih phe kiam
担不是,tann tsik sing
正番鸭,ang bin ah
倒垃圾,piann pun so
脑充血,tng nau kin
收音机,siu im ki
针尾鸭,tsiam bue a
参观者,tsham kuan tsia
咸菜瓮,kiam tshai ang
打牙祭,tsue be ge
做生意,tsue sing li
胖嘟嘟,phong sai sai
假扣押,ke khau ah
色情狂,sik tsing kong
八色鸟,tshinn sit a
奇异果,kau tho a
银行团,gin hang thuan
单眼皮,tan gan phue
替死鬼,the si kui
口香糖,tshiunn ling thng
阿里山,a li san
中年人,tiong lian lang
水烟管,tsui hun tshue
采横向,liah than huinn
莫斯科,bok su kho
牛鞭子,gu sut a
大头兵,au ping a
押下去,teh loh khi
天后宫,thian hio kiong
独木舟,tok bok tsiu
往来账,lai ong siau
打天下,phah te ti
叶下珠,hioh ha tsu
铁公鸡,tang sng a
倒立走,iam kue kiann
总源头,tsang kun thau
打哑谜,khi nua thau
向日葵,thian khue tsi
三白草,peh tsih kut
了不得,liau put tik
当凯子,piah song phan
大亏本,liau tua tsinn
产褥热,san sia moo
金樱子,kim ing tsi
这么的,tsiah ni a
识别证,sik piat tsing
抱紧紧,siam tiau tiau
警察局,phai tshut soo
陆委会,liok ui hue
住客栈,hioh kheh tiam
自家用,tsu ka iong
大麻子,ng mua tsi
打先锋,tso sian hong
正义感,tsing gi kam
内分泌,lai hun pi
贮备金,thi pi kim
抄近路,liah kin loo
水里坑,tsui li khenn
稻草人,tiu tshau lang
把兄弟,uann thiap e
玻璃圈,khann a tin
赤狗日,tshiah khau jit
西洋菜,tsui ing tshai
赤松毬,kau khak a
绞股蓝,phian tue kun
副会长,hu hue tiunn
脚尾纸,kha be tsua
花生荚,thoo tau ngueh
不管他,kuan thai i
制造者,tse tso tsia
嘴边肉,tshui phue bah
天公生,thinn kong sinn
工务局,kang bu kiok
花蝴蝶,tshai hue phang
执行长,tsip hing tiunn
万里桥,ban li kio
拉丁语,la ting gu
鹅銮鼻,go luan phinn
一方面,tsit hong bin
文山区,bun san khu
打网球,phah bang kiu
影响到,ing hiong tioh
国史馆,kok su kuan
新社乡,sin sia khu
慢惊风,ban pi hong
堆高机,tu kong ge
矮脚鸡,e kha ke
保证人,po tsing lin
纸袋子,tsua te a
红艳艳,ang phann phann
障碍物,tsiong gai but
十字架,ing ko ke
苗栗县,biau lik kuan
足球场,kha kiu tiunn
一坨屎,tsit pu sai
家常饭,pian tshai png
旧思想,ku thau nau
东河乡,tong ho hiong
冷饭藤,tshin png tin
明晃晃,kim tang tang
马铃薯,be ling tsi
竖中指,tshu tiong iann
八字脚,pat ji kha
好奇心,hoonn ki sim
两边倒,siang ping to
掌中剧,poo te hi
乞食碗,khit tsiah uann
工业区,kang giap khu
热水袋,sio tsui te
直条条,tit liau liau
钓鱼翁,tio hi e
小姑子,sio koo a
开化寺,khai hua si
棕蓑猫,tsang sui niau
听证会,thiann tsing hue
箱底钱,ke tsng tsinn
播种子,ia tsing tsi
一面倒,ua kui ping
澄清湖,ting tshing oo
乞祭余,ip boo ke
驱虫剂,bang a tsui
怒冲冲,khi phut phut
三义乡,sam gi hiong
发不出,huat be tshut
长息肉,senn bah iu
黑猩猩,oo sing sing
随便想,tshin tshai siunn
隆脊蛇,tshau tshenn kong
玻璃门,po le mng
新气象,sin khi siong
抓兔子,liah thoo a
鼻塞声,ang phinn siann
山葡萄,suann po to
债权人,tse khuan jin
试探性,tshi tham sing
三字经,sam ji king
跷跷板,thiau thiau pan
一面倒,tsit bin to
买命钱,pun mia tsinn
水芥菜,tsui ing tshai
活动力,uah tong lik
空欢喜,khang huann hi
独身者,tok sin tsia
体育界,the iok kai
土肉桂,thoo jiok kui
希伯来,hi pik lai
蔓泽兰,bi kam tsho
伸缩袜,ngoo khi bueh
酸溜溜,sng giuh giuh
结怨仇,kiat uan siu
凉飕飕,ling ki ki
潜水艇,tsng tsui thing
凭本事,pin pun su
无意识,bo tsai sim
鬼头刀,kui thau to
非常白,peh tshang tshang
人物画,ang a too
撑门面,pinn bin phe
好养育,ho io tshi
奥斯陆,o su liok
担担面,tann a mi
滨刀豆,pui tu to
趴著睡,phak leh khun
鱼肝油,hi kuann iu
坪林乡,pinn na khu
家长会,ka tiunn hue
踮脚尖,nih kha be
仑背乡,lun pue hiong
角板山,kak pan suann
耍花样,pinn khang thau
刻秤星,ting tshin a
单簧管,oo tat a
掌中戏,poo te hi
工本费,kang pun hui
木鳖子,bok pih tsi
糖尿病,siau khat tsing
榄仁树,hoo suann tshiu
小儿子,be a kiann
水丁香,tsui ting hiunn
轻松钱,khuinn uah tsinn
光秃秃,kng ko ko
冰淇淋,ping ki lim
雄辩家,kuai thong a
夜盗虫,ia to thang
一霎时,tsit tiap a
马大安,ma tai an
童子鸡,kue kak a
土沉香,thoo tim hiunn
公事包,kong su pau
防空壕,hang khong kau
亲爱的,tshin ai e
波士顿,pho su tun
小米面,sio bi mi
撑场面,penn bin phue
没关系,bo siann mih
炒冷饭,thng tshin be
竹节草,tshau tsi a
国税局,kok sue kiok
嘴吃屎,phih phak hoo
黑角鱼,kak hu hoo
芦竹区,loo tik khu
美国人,a tok a
怨不得,be kue tit
灵敏度,ling bin too
圆吻,ngoo a hi
韭菜花,ku tshai hue
自卑感,tsu pi kam
潜水员,tsui kui a
国姓埔,kok sing poo
重划区,tiong ueh khu
山上乡,san siong khu
石龟座,tsioh ku tso
决胜负,piann su iann
跟得上,te e tioh
维他命,ui tha bing
媒人礼,hm lang le
石敢当,tsioh kam tong
医疗费,i liau hui
结膜炎,ang bak kinn
山马茶,be te hue
挖土机,oo thoo ki
花公帑,khai khoo gin
车轮翻,pha tshia lian
暴脾气,phainn sing te
鳞瓦苇,kim tsioh ui
后半夜,e puann me
改良场,kai liang tiunn
相反地,huan to tng
打嘴巴,pa tshui phe
六合彩,liok hap tshai
西方人,se iunn lang
打杂儿,tsue tsap kang
大司祭,tua su tse
急转弯,kip tng uan
没戏唱,he hua khu
议定书,gi ting su
大拇指,tua bo thau
计算出,ke sng tshut
拍马尼,phoo lan pha
金斑,too kun tsiau
八五折,pat ngoo tsiat
豆腐皮,tau hu phe
蓝宝石,tshenn tsioh a
说起来,kong khi lai
天蓝色,thian lam sik
抛媚眼,khan bak be
北斗镇,pak tau tin
三脚鼊,sann kha pih
圆形窗,geh thang mng
轻轻的,khin khin a
七娘娘,tshit niu ma
甘薯粥,han tsu be
笔筒树,pit tang tshiu
无形中,bo hing tiong
大肥羊,tua tu kheh
𥴊仔赖,kam a lua
皮孙木,tsui tang kue
偏重于,phian tiong ti
娃娃脸,ang a thau
新北市,sin pak tshi
大坵园,tua khu hng
装电灯,khan tian he
邮递员,pun phue e
奖助金,tsiong tsoo kim
洒香水,hiu phang tsui
竖灯篙,khia ting ko
所有权,soo iu khuan
长舌妇,phua kue tshing
里肌肉,tsiap hik bah
硬心肠,nge sim tng
乡贤祠,hiong hian su
校董会,hau tang hue
人事室,jin su sik
坏胚子,phainn kut phe
拉下脸,pinn thih bin
一炷香,tsit tsu hiunn
碰运气,phong tso hua
一言堂,it gian tong
不过意,m ke sim
大半天,kui puann kang
假想敌,ka siong tik
排水沟,siau tsui kau
教师节,kau su tsiat
黑心肠,oo lok too
所得税,soo tik sue
系主任,he tsu jim
通讯兵,thong sin ping
月黑天,geh am mi
瓷器店,hui a tiam
哭路头,khau loo thau
道士坛,sai kong tuann
澎湖县,phinn oo kuan
闹洞房,kiau tang kue
中国海,tiong kok hai
肚子痛,phainn pak too
好朋友,lau tua kong
没教养,bo ka si
漫画家,ban ue ka
翘尾巴,khiau be liu
风化区,hong hua khu
慰问金,ui bun kim
富里乡,hu li hiong
臭女人,tshau tsian jin
灰鳍鲷,oo sit a
核子弹,hik tsu tuann
伯劳鸟,pit lo a
穿过来,long ke lai
跌屁股,to lap tse
千岁兰,tshian sue lan
扁平鼻,naih phinn a
添福寿,thiam hok siu
诺贝尔,lok pue ni
八字脚,pat li kha
喷雾器,phun bu khi
投票所,tau phio soo
平埔族,pinn poo tsok
鹿野溪,lok ia khe
燕巢乡,ian tsau khu
财神爷,tsai sin ia
中立国,tiong lip kok
凝聚力,ging tsu lik
水泥工,thoo tsui kang
看不惯,khuann bue kuan
死孩子,si gin a
厢型车,siunn a tshia
硫磺口,tshut hong khau
台东县,tai tang kuan
里肌肉,io lai bah
无线电,bo suann tian
花莲港,hua lian kang
压岁钱,teh ni tsinn
闹脾气,huat sing te
发大财,than tua tsinn
牛轧糖,gu phe thng
说过头,kong kue tsin
涨破了,tiong phua khu
批评者,phe phing tsia
肠伤寒,tng a pinn
矮脚虎,ue kha loo
番剌仔,gu kak hue
使性子,khi sing te
百合花,koo tshue hue
牛脾气,gu sing tue
腮帮子,tshui phe sai
市议员,tshi gi uan
赠礼饼,hing tua piann
糖屎病,sam siau penn
双锋剑,siang koo kiam
捣衣杵,se sann thui
背黑锅,the lang si
真善美,tsin sian bi
眼巴巴,kim kim khuann
大湖乡,tua oo hiong
照规矩,tsiau kham tsam
窝囊废,nng bu a
抗病力,phua penn pun
娇滴滴,khian leh leh
二垒手,ji lui tshiu
调味料,tiau bi liau
有时候,u si tsun
小牙,hue ling a
冷气机,ling khi ki
打不通,phah be thong
小人物,sio jin but
接骨木,tsiap kut tan
陪笑脸,pan tshio bin
沙东宫,sua tong kiong
提名者,the mia tsia
鸡冠花,kue ke hue
青花鱼,pa lau hu
亏心事,khui sim su
陪不是,he sit le
碰运气,too tso hua
抢第一,tsinn tsue tsing
婴儿车,ling bo tshia
啦啦队,lah lah tui
瓮底酒,tim a tsiu
打暗号,sio liam tshiu
厚壳树,gu kut a
以赛亚,i sai a
亡国奴,bong kok loo
电解液,tian kai ik
运输费,un su hui
担担面,tshik a mi
母亲节,bo tshin tsiat
转投资,tsuan tau tsu
贮水池,thi tsui ti
水蜘蛛,tsui ti tu
揉咸菜,lak kiam tshai
三五个,sann thau ji
恰恰好,tu tu ho
龙眼子,ling king hut
河南省,ho lam sing
落腮胡,hoo tshiu e
成熟期,tng si si
眼中钉,gan tiong ting
仁武乡,jin bu khu
总人口,tsong jin khau
浑天仪,hun thian gi
无行情,bo hang tsing
布袋戏,poo te hi
排他性,pai ta sing
打暗号,phah am ho
冰淇淋,kin tsio sng
魩仔鱼,but a hi
金耳坠,kim hinn tui
老虎心,lai hioh tshi
山露兜,na tau ku
那当儿,pit tng si
土豆舅,suann thoo tau
大树跤,tua tshiu kha
野台戏,ia tai hi
烧起来,toh khi lai
臭辣树,tshat a tshiu
市中心,tshi tiong sim
成人礼,tng tua lang
出入口,tshut jip khau
选罢法,suan pa huat
高利贷,giam ong tse
听入耳,thiann jip ni
顽皮鬼,tshiu tshing a
唭哩岸,ki li gan
打棒球,phah pang kiu
半强迫,puann nge nng
棱果榕,gu ling tshiu
黑魆魆,oo niau niau
凭良心,pin liong sim
航空信,hang khong phe
守规矩,siu kui ku
高丽参,ko le sim
胆子壮,ho tann thau
下水汤,ha sui thng
撑场面,pinn bin phe
次级品,ji loo he
蕃薯叶,han tsu hioh
土包子,tshau tue song
水果园,ke tsi hng
毛茸茸,iu mng mng
台风尾,hong thai bue
荷尔蒙,hoo lu bong
传下去,thuan loh khi
探照灯,tsio hai ting
记性好,ho ki tsai
钻地鼠,bun te tshi
甘薯园,han tsu hng
雷公藤,lui kong tin
走进去,liau loh khi
冲过头,sai ke kua
爬出来,pe tshut lai
